id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image,starter_code,stats
1037,valid-boomerang,https://leetcode.com/problems/valid-boomerang/,Valid Boomerang,"Given an array  points  where  points[i] = [x i , y i ]  represents a point on the  X-Y  plane, return  true   if these points are a  boomerang . A  boomerang  is a set of three points that are  all distinct  and  not in a straight line .   Example 1: Input:  points = [[1,1],[2,3],[3,2]] Output:  true Example 2: Input:  points = [[1,1],[2,2],[3,3]] Output:  false   Constraints: points.length == 3 points[i].length == 2 0 <= x i , y i  <= 100","['Array', 'Math', 'Geometry']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    bool isBoomerang(vector<vector<int>>& points) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean isBoomerang(int[][] points) {\n        \n    }\n}', 'python3': 'class Solution:\n    def isBoomerang(self, points: List[List[int]]) -> bool:\n        '}","{'totalAccepted': '66K', 'totalSubmission': '172.9K', 'totalAcceptedRaw': 65992, 'totalSubmissionRaw': 172883, 'acRate': '38.2%'}"
1160,find-words-that-can-be-formed-by-characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/,Find Words That Can Be Formed by Characters,"You are given an array of strings  words  and a string  chars . A string is  good  if it can be formed by characters from  chars  (each character can only be used once for  each  word in  words ). Return  the sum of lengths of all good strings in words .   Example 1: Input:  words = [""cat"",""bt"",""hat"",""tree""], chars = ""atach"" Output:  6 Explanation:  The strings that can be formed are ""cat"" and ""hat"" so the answer is 3 + 3 = 6. Example 2: Input:  words = [""hello"",""world"",""leetcode""], chars = ""welldonehoneyr"" Output:  10 Explanation:  The strings that can be formed are ""hello"" and ""world"" so the answer is 5 + 5 = 10.   Constraints: 1 <= words.length <= 1000 1 <= words[i].length, chars.length <= 100 words[i]  and  chars  consist of lowercase English letters.","['Array', 'Hash Table', 'String', 'Counting']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    int countCharacters(vector<string>& words, string chars) {\n        \n    }\n};', 'java': 'class Solution {\n    public int countCharacters(String[] words, String chars) {\n        \n    }\n}', 'python3': 'class Solution:\n    def countCharacters(self, words: List[str], chars: str) -> int:\n        '}","{'totalAccepted': '304.8K', 'totalSubmission': '428.4K', 'totalAcceptedRaw': 304777, 'totalSubmissionRaw': 428434, 'acRate': '71.1%'}"
1207,unique-number-of-occurrences,https://leetcode.com/problems/unique-number-of-occurrences/,Unique Number of Occurrences,"Given an array of integers  arr , return  true   if the number of occurrences of each value in the array is  unique  or  false  otherwise .   Example 1: Input:  arr = [1,2,2,1,1,3] Output:  true Explanation:  The value 1 has 3 occurrences, 2 has 2 and 3 has 1. No two values have the same number of occurrences. Example 2: Input:  arr = [1,2] Output:  false Example 3: Input:  arr = [-3,0,1,-3,1,1,1,-3,10,0] Output:  true   Constraints: 1 <= arr.length <= 1000 -1000 <= arr[i] <= 1000","['Array', 'Hash Table']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    bool uniqueOccurrences(vector<int>& arr) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean uniqueOccurrences(int[] arr) {\n        \n    }\n}', 'python3': 'class Solution:\n    def uniqueOccurrences(self, arr: List[int]) -> bool:\n        '}","{'totalAccepted': '868.7K', 'totalSubmission': '1.1M', 'totalAcceptedRaw': 868719, 'totalSubmissionRaw': 1108803, 'acRate': '78.3%'}"
1460,make-two-arrays-equal-by-reversing-subarrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/,Make Two Arrays Equal by Reversing Subarrays,"You are given two integer arrays of equal length  target  and  arr . In one step, you can select any  non-empty subarray  of  arr  and reverse it. You are allowed to make any number of steps. Return  true   if you can make  arr  equal to  target  or  false  otherwise .   Example 1: Input:  target = [1,2,3,4], arr = [2,4,1,3] Output:  true Explanation:  You can follow the next steps to convert arr to target: 1- Reverse subarray [2,4,1], arr becomes [1,4,2,3] 2- Reverse subarray [4,2], arr becomes [1,2,4,3] 3- Reverse subarray [4,3], arr becomes [1,2,3,4] There are multiple ways to convert arr to target, this is not the only way to do so. Example 2: Input:  target = [7], arr = [7] Output:  true Explanation:  arr is equal to target without any reverses. Example 3: Input:  target = [3,7,9], arr = [3,7,11] Output:  false Explanation:  arr does not have value 9 and it can never be converted to target.   Constraints: target.length == arr.length 1 <= target.length <= 1000 1 <= target[i] <= 1000 1 <= arr[i] <= 1000","['Array', 'Hash Table', 'Sorting']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    bool canBeEqual(vector<int>& target, vector<int>& arr) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean canBeEqual(int[] target, int[] arr) {\n        \n    }\n}', 'python3': 'class Solution:\n    def canBeEqual(self, target: List[int], arr: List[int]) -> bool:\n        '}","{'totalAccepted': '320.4K', 'totalSubmission': '422.6K', 'totalAcceptedRaw': 320375, 'totalSubmissionRaw': 422578, 'acRate': '75.8%'}"
1961,check-if-string-is-a-prefix-of-array,https://leetcode.com/problems/check-if-string-is-a-prefix-of-array/,Check If String Is a Prefix of Array,"Given a string  s  and an array of strings  words , determine whether  s  is a  prefix string  of  words . A string  s  is a  prefix string  of  words  if  s  can be made by concatenating the first  k  strings in  words  for some  positive   k  no larger than  words.length . Return  true  if  s  is a  prefix string  of  words , or  false  otherwise .   Example 1: Input:  s = ""iloveleetcode"", words = [""i"",""love"",""leetcode"",""apples""] Output:  true Explanation: s can be made by concatenating ""i"", ""love"", and ""leetcode"" together. Example 2: Input:  s = ""iloveleetcode"", words = [""apples"",""i"",""love"",""leetcode""] Output:  false Explanation: It is impossible to make s using a prefix of arr.   Constraints: 1 <= words.length <= 100 1 <= words[i].length <= 20 1 <= s.length <= 1000 words[i]  and  s  consist of only lowercase English letters.","['Array', 'Two Pointers', 'String']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    bool isPrefixString(string s, vector<string>& words) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean isPrefixString(String s, String[] words) {\n        \n    }\n}', 'python3': 'class Solution:\n    def isPrefixString(self, s: str, words: List[str]) -> bool:\n        '}","{'totalAccepted': '76.6K', 'totalSubmission': '145.7K', 'totalAcceptedRaw': 76582, 'totalSubmissionRaw': 145691, 'acRate': '52.6%'}"
1967,number-of-strings-that-appear-as-substrings-in-word,https://leetcode.com/problems/number-of-strings-that-appear-as-substrings-in-word/,Number of Strings That Appear as Substrings in Word,"Given an array of strings  patterns  and a string  word , return  the  number  of strings in  patterns  that exist as a  substring  in  word . A  substring  is a contiguous sequence of characters within a string.   Example 1: Input:  patterns = [""a"",""abc"",""bc"",""d""], word = ""abc"" Output:  3 Explanation: - ""a"" appears as a substring in "" a bc"". - ""abc"" appears as a substring in "" abc "". - ""bc"" appears as a substring in ""a bc "". - ""d"" does not appear as a substring in ""abc"". 3 of the strings in patterns appear as a substring in word. Example 2: Input:  patterns = [""a"",""b"",""c""], word = ""aaaaabbbbb"" Output:  2 Explanation: - ""a"" appears as a substring in ""a a aaabbbbb"". - ""b"" appears as a substring in ""aaaaabbbb b "". - ""c"" does not appear as a substring in ""aaaaabbbbb"". 2 of the strings in patterns appear as a substring in word. Example 3: Input:  patterns = [""a"",""a"",""a""], word = ""ab"" Output:  3 Explanation:  Each of the patterns appears as a substring in word "" a b"".   Constraints: 1 <= patterns.length <= 100 1 <= patterns[i].length <= 100 1 <= word.length <= 100 patterns[i]  and  word  consist of lowercase English letters.","['Array', 'String']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    int numOfStrings(vector<string>& patterns, string word) {\n        \n    }\n};', 'java': 'class Solution {\n    public int numOfStrings(String[] patterns, String word) {\n        \n    }\n}', 'python3': 'class Solution:\n    def numOfStrings(self, patterns: List[str], word: str) -> int:\n        '}","{'totalAccepted': '94.7K', 'totalSubmission': '115.6K', 'totalAcceptedRaw': 94746, 'totalSubmissionRaw': 115557, 'acRate': '82.0%'}"
2006,count-number-of-pairs-with-absolute-difference-k,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/,Count Number of Pairs With Absolute Difference K,"Given an integer array  nums  and an integer  k , return  the number of pairs   (i, j)   where   i < j   such that   |nums[i] - nums[j]| == k . The value of  |x|  is defined as: x  if  x >= 0 . -x  if  x < 0 .   Example 1: Input:  nums = [1,2,2,1], k = 1 Output:  4 Explanation:  The pairs with an absolute difference of 1 are: - [ 1 , 2 ,2,1] - [ 1 ,2, 2 ,1] - [1, 2 ,2, 1 ] - [1,2, 2 , 1 ] Example 2: Input:  nums = [1,3], k = 3 Output:  0 Explanation:  There are no pairs with an absolute difference of 3. Example 3: Input:  nums = [3,2,1,5,4], k = 2 Output:  3 Explanation:  The pairs with an absolute difference of 2 are: - [ 3 ,2, 1 ,5,4] - [ 3 ,2,1, 5 ,4] - [3, 2 ,1,5, 4 ]   Constraints: 1 <= nums.length <= 200 1 <= nums[i] <= 100 1 <= k <= 99","['Array', 'Hash Table', 'Counting']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    int countKDifference(vector<int>& nums, int k) {\n        \n    }\n};', 'java': 'class Solution {\n    public int countKDifference(int[] nums, int k) {\n        \n    }\n}', 'python3': 'class Solution:\n    def countKDifference(self, nums: List[int], k: int) -> int:\n        '}","{'totalAccepted': '206.7K', 'totalSubmission': '243.3K', 'totalAcceptedRaw': 206724, 'totalSubmissionRaw': 243253, 'acRate': '85.0%'}"
2418,sort-the-people,https://leetcode.com/problems/sort-the-people/,Sort the People,"You are given an array of strings  names , and an array  heights  that consists of  distinct  positive integers. Both arrays are of length  n . For each index  i ,  names[i]  and  heights[i]  denote the name and height of the  i th  person. Return  names  sorted in  descending  order by the people's heights .   Example 1: Input:  names = [""Mary"",""John"",""Emma""], heights = [180,165,170] Output:  [""Mary"",""Emma"",""John""] Explanation:  Mary is the tallest, followed by Emma and John. Example 2: Input:  names = [""Alice"",""Bob"",""Bob""], heights = [155,185,150] Output:  [""Bob"",""Alice"",""Bob""] Explanation:  The first Bob is the tallest, followed by Alice and the second Bob.   Constraints: n == names.length == heights.length 1 <= n <= 10 3 1 <= names[i].length <= 20 1 <= heights[i] <= 10 5 names[i]  consists of lower and upper case English letters. All the values of  heights  are distinct.","['Array', 'Hash Table', 'String', 'Sorting']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    vector<string> sortPeople(vector<string>& names, vector<int>& heights) {\n        \n    }\n};', 'java': 'class Solution {\n    public String[] sortPeople(String[] names, int[] heights) {\n        \n    }\n}', 'python3': 'class Solution:\n    def sortPeople(self, names: List[str], heights: List[int]) -> List[str]:\n        '}","{'totalAccepted': '350.3K', 'totalSubmission': '413.1K', 'totalAcceptedRaw': 350344, 'totalSubmissionRaw': 413106, 'acRate': '84.8%'}"
2432,the-employee-that-worked-on-the-longest-task,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task/,The Employee That Worked on the Longest Task,"There are  n  employees, each with a unique id from  0  to  n - 1 . You are given a 2D integer array  logs  where  logs[i] = [id i , leaveTime i ]  where: id i  is the id of the employee that worked on the  i th  task, and leaveTime i  is the time at which the employee finished the  i th  task. All the values  leaveTime i  are  unique . Note that the  i th  task starts the moment right after the  (i - 1) th  task ends, and the  0 th  task starts at time  0 . Return  the id of the employee that worked the task with the longest time.  If there is a tie between two or more employees, return  the  smallest  id among them .   Example 1: Input:  n = 10, logs = [[0,3],[2,5],[0,9],[1,15]] Output:  1 Explanation:   Task 0 started at 0 and ended at 3 with 3 units of times. Task 1 started at 3 and ended at 5 with 2 units of times. Task 2 started at 5 and ended at 9 with 4 units of times. Task 3 started at 9 and ended at 15 with 6 units of times. The task with the longest time is task 3 and the employee with id 1 is the one that worked on it, so we return 1. Example 2: Input:  n = 26, logs = [[1,1],[3,7],[2,12],[7,17]] Output:  3 Explanation:   Task 0 started at 0 and ended at 1 with 1 unit of times. Task 1 started at 1 and ended at 7 with 6 units of times. Task 2 started at 7 and ended at 12 with 5 units of times. Task 3 started at 12 and ended at 17 with 5 units of times. The tasks with the longest time is task 1. The employee that worked on it is 3, so we return 3. Example 3: Input:  n = 2, logs = [[0,10],[1,20]] Output:  0 Explanation:   Task 0 started at 0 and ended at 10 with 10 units of times. Task 1 started at 10 and ended at 20 with 10 units of times. The tasks with the longest time are tasks 0 and 1. The employees that worked on them are 0 and 1, so we return the smallest id 0.   Constraints: 2 <= n <= 500 1 <= logs.length <= 500 logs[i].length == 2 0 <= id i  <= n - 1 1 <= leaveTime i  <= 500 id i  != id i+1 leaveTime i  are sorted in a strictly increasing order.",['Array'],Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    int hardestWorker(int n, vector<vector<int>>& logs) {\n        \n    }\n};', 'java': 'class Solution {\n    public int hardestWorker(int n, int[][] logs) {\n        \n    }\n}', 'python3': 'class Solution:\n    def hardestWorker(self, n: int, logs: List[List[int]]) -> int:\n        '}","{'totalAccepted': '40.5K', 'totalSubmission': '80K', 'totalAcceptedRaw': 40550, 'totalSubmissionRaw': 79980, 'acRate': '50.7%'}"
2441,largest-positive-integer-that-exists-with-its-negative,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative/,Largest Positive Integer That Exists With Its Negative,"Given an integer array  nums  that  does not contain  any zeros, find  the largest positive  integer  k  such that  -k  also exists in the array. Return  the positive integer  k . If there is no such integer, return  -1 .   Example 1: Input:  nums = [-1,2,-3,3] Output:  3 Explanation:  3 is the only valid k we can find in the array. Example 2: Input:  nums = [-1,10,6,7,-7,1] Output:  7 Explanation:  Both 1 and 7 have their corresponding negative values in the array. 7 has a larger value. Example 3: Input:  nums = [-10,8,6,7,-2,-3] Output:  -1 Explanation:  There is no a single valid k, we return -1.   Constraints: 1 <= nums.length <= 1000 -1000 <= nums[i] <= 1000 nums[i] != 0","['Array', 'Hash Table', 'Two Pointers', 'Sorting']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    int findMaxK(vector<int>& nums) {\n        \n    }\n};', 'java': 'class Solution {\n    public int findMaxK(int[] nums) {\n        \n    }\n}', 'python3': 'class Solution:\n    def findMaxK(self, nums: List[int]) -> int:\n        '}","{'totalAccepted': '250K', 'totalSubmission': '334.9K', 'totalAcceptedRaw': 249969, 'totalSubmissionRaw': 334861, 'acRate': '74.6%'}"
2446,determine-if-two-events-have-conflict,https://leetcode.com/problems/determine-if-two-events-have-conflict/,Determine if Two Events Have Conflict,"You are given two arrays of strings that represent two inclusive events that happened  on the same day ,  event1  and  event2 , where: event1 = [startTime 1 , endTime 1 ]  and event2 = [startTime 2 , endTime 2 ] . Event times are valid 24 hours format in the form of  HH:MM . A  conflict  happens when two events have some non-empty intersection (i.e., some moment is common to both events). Return  true  if there is a conflict between two events. Otherwise, return  false .   Example 1: Input:  event1 = [""01:15"",""02:00""], event2 = [""02:00"",""03:00""] Output:  true Explanation:  The two events intersect at time 2:00. Example 2: Input:  event1 = [""01:00"",""02:00""], event2 = [""01:20"",""03:00""] Output:  true Explanation:  The two events intersect starting from 01:20 to 02:00. Example 3: Input:  event1 = [""10:00"",""11:00""], event2 = [""14:00"",""15:00""] Output:  false Explanation:  The two events do not intersect.   Constraints: event1.length == event2.length == 2 event1[i].length == event2[i].length == 5 startTime 1  <= endTime 1 startTime 2  <= endTime 2 All the event times follow the  HH:MM  format.","['Array', 'String']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    bool haveConflict(vector<string>& event1, vector<string>& event2) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean haveConflict(String[] event1, String[] event2) {\n        \n    }\n}', 'python3': 'class Solution:\n    def haveConflict(self, event1: List[str], event2: List[str]) -> bool:\n        '}","{'totalAccepted': '57.9K', 'totalSubmission': '110.3K', 'totalAcceptedRaw': 57852, 'totalSubmissionRaw': 110343, 'acRate': '52.4%'}"
2553,separate-the-digits-in-an-array,https://leetcode.com/problems/separate-the-digits-in-an-array/,Separate the Digits in an Array,"Given an array of positive integers  nums , return  an array  answer  that consists of the digits of each integer in  nums  after separating them in  the same order  they appear in  nums . To separate the digits of an integer is to get all the digits it has in the same order. For example, for the integer  10921 , the separation of its digits is  [1,0,9,2,1] .   Example 1: Input:  nums = [13,25,83,77] Output:  [1,3,2,5,8,3,7,7] Explanation:   - The separation of 13 is [1,3]. - The separation of 25 is [2,5]. - The separation of 83 is [8,3]. - The separation of 77 is [7,7]. answer = [1,3,2,5,8,3,7,7]. Note that answer contains the separations in the same order. Example 2: Input:  nums = [7,1,3,9] Output:  [7,1,3,9] Explanation:  The separation of each integer in nums is itself. answer = [7,1,3,9].   Constraints: 1 <= nums.length <= 1000 1 <= nums[i] <= 10 5","['Array', 'Simulation']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    vector<int> separateDigits(vector<int>& nums) {\n        \n    }\n};', 'java': 'class Solution {\n    public int[] separateDigits(int[] nums) {\n        \n    }\n}', 'python3': 'class Solution:\n    def separateDigits(self, nums: List[int]) -> List[int]:\n        '}","{'totalAccepted': '91.7K', 'totalSubmission': '114.1K', 'totalAcceptedRaw': 91654, 'totalSubmissionRaw': 114121, 'acRate': '80.3%'}"
2586,count-the-number-of-vowel-strings-in-range,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range/,Count the Number of Vowel Strings in Range,"You are given a  0-indexed  array of string  words  and two integers  left  and  right . A string is called a  vowel string  if it starts with a vowel character and ends with a vowel character where vowel characters are  'a' ,  'e' ,  'i' ,  'o' , and  'u' . Return  the number of vowel strings  words[i]  where  i  belongs to the inclusive range  [left, right] .   Example 1: Input:  words = [""are"",""amy"",""u""], left = 0, right = 2 Output:  2 Explanation:   - ""are"" is a vowel string because it starts with 'a' and ends with 'e'. - ""amy"" is not a vowel string because it does not end with a vowel. - ""u"" is a vowel string because it starts with 'u' and ends with 'u'. The number of vowel strings in the mentioned range is 2. Example 2: Input:  words = [""hey"",""aeo"",""mu"",""ooo"",""artro""], left = 1, right = 4 Output:  3 Explanation:   - ""aeo"" is a vowel string because it starts with 'a' and ends with 'o'. - ""mu"" is not a vowel string because it does not start with a vowel. - ""ooo"" is a vowel string because it starts with 'o' and ends with 'o'. - ""artro"" is a vowel string because it starts with 'a' and ends with 'o'. The number of vowel strings in the mentioned range is 3.   Constraints: 1 <= words.length <= 1000 1 <= words[i].length <= 10 words[i]  consists of only lowercase English letters. 0 <= left <= right < words.length","['Array', 'String', 'Counting']",Fácil,Array,False,"{'cpp': 'class Solution {\npublic:\n    int vowelStrings(vector<string>& words, int left, int right) {\n        \n    }\n};', 'java': 'class Solution {\n    public int vowelStrings(String[] words, int left, int right) {\n        \n    }\n}', 'python3': 'class Solution:\n    def vowelStrings(self, words: List[str], left: int, right: int) -> int:\n        '}","{'totalAccepted': '79.3K', 'totalSubmission': '107.7K', 'totalAcceptedRaw': 79260, 'totalSubmissionRaw': 107672, 'acRate': '73.6%'}"
